"round","race","circuit","year","driver","driverRef","constructor","number","position","q1","q2","q3"
11,"German Grand Prix","Hockenheimring",2010,"Sakon Yamamoto","yamamoto","HRT",20,23,"1:19.844",NULL,NULL
11,"German Grand Prix","Hockenheimring",2010,"Lucas di Grassi","grassi","Virgin",25,24,NULL,NULL,NULL
12,"Hungarian Grand Prix","Hungaroring",2010,"Sebastian Vettel","vettel","Red Bull",5,1,"1:20.417","1:19.573","1:18.773"
12,"Hungarian Grand Prix","Hungaroring",2010,"Mark Webber","webber","Red Bull",6,2,"1:21.132","1:19.531","1:19.184"
12,"Hungarian Grand Prix","Hungaroring",2010,"Fernando Alonso","alonso","Ferrari",8,3,"1:21.278","1:20.237","1:19.987"
12,"Hungarian Grand Prix","Hungaroring",2010,"Felipe Massa","massa","Ferrari",7,4,"1:21.299","1:20.857","1:20.331"
12,"Hungarian Grand Prix","Hungaroring",2010,"Lewis Hamilton","hamilton","McLaren",2,5,"1:21.455","1:20.877","1:20.499"
12,"Hungarian Grand Prix","Hungaroring",2010,"Nico Rosberg","rosberg","Mercedes",4,6,"1:21.212","1:20.811","1:21.082"
12,"Hungarian Grand Prix","Hungaroring",2010,"Vitaly Petrov","petrov","Renault",12,7,"1:21.558","1:20.797","1:21.229"
12,"Hungarian Grand Prix","Hungaroring",2010,"Robert Kubica","kubica","Renault",11,8,"1:21.159","1:20.867","1:21.328"
12,"Hungarian Grand Prix","Hungaroring",2010,"Pedro de la Rosa","rosa","Sauber",22,9,"1:21.891","1:21.273","1:21.411"
12,"Hungarian Grand Prix","Hungaroring",2010,"Nico Hülkenberg","hulkenberg","Williams",10,10,"1:21.598","1:21.275","1:21.710"
12,"Hungarian Grand Prix","Hungaroring",2010,"Jenson Button","button","McLaren",1,11,"1:21.422","1:21.292",NULL
12,"Hungarian Grand Prix","Hungaroring",2010,"Rubens Barrichello","barrichello","Williams",9,12,"1:21.478","1:21.331",NULL
12,"Hungarian Grand Prix","Hungaroring",2010,"Adrian Sutil","sutil","Force India",14,13,"1:22.080","1:21.517",NULL
12,"Hungarian Grand Prix","Hungaroring",2010,"Michael Schumacher","michael_schumacher","Mercedes",3,14,"1:21.840","1:21.630",NULL
12,"Hungarian Grand Prix","Hungaroring",2010,"Sébastien Buemi","buemi","Toro Rosso",16,15,"1:21.982","1:21.897",NULL
12,"Hungarian Grand Prix","Hungaroring",2010,"Vitantonio Liuzzi","liuzzi","Force India",15,16,"1:21.789","1:21.927",NULL
12,"Hungarian Grand Prix","Hungaroring",2010,"Jaime Alguersuari","alguersuari","Toro Rosso",17,17,"1:21.978","1:21.998",NULL
12,"Hungarian Grand Prix","Hungaroring",2010,"Kamui Kobayashi","kobayashi","Sauber",23,18,"1:22.222",NULL,NULL
12,"Hungarian Grand Prix","Hungaroring",2010,"Timo Glock","glock","Virgin",24,19,"1:24.050",NULL,NULL
12,"Hungarian Grand Prix","Hungaroring",2010,"Heikki Kovalainen","kovalainen","Lotus",19,20,"1:24.120",NULL,NULL
12,"Hungarian Grand Prix","Hungaroring",2010,"Jarno Trulli","trulli","Lotus",18,21,"1:24.199",NULL,NULL
12,"Hungarian Grand Prix","Hungaroring",2010,"Lucas di Grassi","grassi","Virgin",25,22,"1:25.118",NULL,NULL
12,"Hungarian Grand Prix","Hungaroring",2010,"Bruno Senna","bruno_senna","HRT",21,23,"1:26.391",NULL,NULL
12,"Hungarian Grand Prix","Hungaroring",2010,"Sakon Yamamoto","yamamoto","HRT",20,24,"1:26.453",NULL,NULL
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Mark Webber","webber","Red Bull",6,1,"1:57.352","1:47.253","1:45.778"
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Lewis Hamilton","hamilton","McLaren",2,2,"1:56.706","1:46.211","1:45.863"
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Robert Kubica","kubica","Renault",11,3,"1:56.041","1:47.320","1:46.100"
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Sebastian Vettel","vettel","Red Bull",5,4,"1:58.487","1:47.245","1:46.127"
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Jenson Button","button","McLaren",1,5,"1:57.981","1:46.790","1:46.206"
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Felipe Massa","massa","Ferrari",7,6,"1:58.323","1:47.322","1:46.314"
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Rubens Barrichello","barrichello","Williams",9,7,"1:55.757","1:47.797","1:46.602"
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Adrian Sutil","sutil","Force India",14,8,"1:58.730","1:47.292","1:46.659"
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Nico Hülkenberg","hulkenberg","Williams",10,9,"1:55.442","1:47.821","1:47.053"
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Fernando Alonso","alonso","Ferrari",8,10,"1:57.023","1:47.544","1:47.441"
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Michael Schumacher","michael_schumacher","Mercedes",3,11,"1:56.313","1:47.874",NULL
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Nico Rosberg","rosberg","Mercedes",4,12,"1:54.826","1:47.885",NULL
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Jaime Alguersuari","alguersuari","Toro Rosso",17,13,"1:58.944","1:48.267",NULL
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Vitantonio Liuzzi","liuzzi","Force India",15,14,"2:01.102","1:48.680",NULL
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Sébastien Buemi","buemi","Toro Rosso",16,15,"2:00.386","1:49.209",NULL
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Heikki Kovalainen","kovalainen","Lotus",19,16,"2:01.343","1:50.980",NULL
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Timo Glock","glock","Virgin",24,17,"2:01.316","1:52.049",NULL
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Jarno Trulli","trulli","Lotus",18,18,"2:01.491",NULL,NULL
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Kamui Kobayashi","kobayashi","Sauber",23,19,"2:02.284",NULL,NULL
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Bruno Senna","bruno_senna","HRT",21,20,"2:03.612",NULL,NULL
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Sakon Yamamoto","yamamoto","HRT",20,21,"2:03.941",NULL,NULL
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Pedro de la Rosa","rosa","Sauber",22,22,"2:05.294",NULL,NULL
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Lucas di Grassi","grassi","Virgin",25,23,"2:18.754",NULL,NULL
13,"Belgian Grand Prix","Circuit de Spa-Francorchamps",2010,"Vitaly Petrov","petrov","Renault",12,24,NULL,NULL,NULL
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Fernando Alonso","alonso","Ferrari",8,1,"1:22.646","1:22.297","1:21.962"
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Jenson Button","button","McLaren",1,2,"1:23.085","1:22.354","1:22.084"
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Felipe Massa","massa","Ferrari",7,3,"1:22.421","1:22.610","1:22.293"
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Mark Webber","webber","Red Bull",6,4,"1:23.431","1:22.706","1:22.433"
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Lewis Hamilton","hamilton","McLaren",2,5,"1:22.830","1:22.394","1:22.623"
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Sebastian Vettel","vettel","Red Bull",5,6,"1:23.235","1:22.701","1:22.675"
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Nico Rosberg","rosberg","Mercedes",4,7,"1:23.529","1:23.055","1:23.027"
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Nico Hülkenberg","hulkenberg","Williams",10,8,"1:23.516","1:22.989","1:23.037"
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Robert Kubica","kubica","Renault",11,9,"1:23.234","1:22.880","1:23.039"
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Rubens Barrichello","barrichello","Williams",9,10,"1:23.695","1:23.142","1:23.328"
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Adrian Sutil","sutil","Force India",14,11,"1:23.493","1:23.199",NULL
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Michael Schumacher","michael_schumacher","Mercedes",3,12,"1:23.840","1:23.388",NULL
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Kamui Kobayashi","kobayashi","Sauber",23,13,"1:24.273","1:23.659",NULL
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Sébastien Buemi","buemi","Toro Rosso",16,14,"1:23.744","1:23.681",NULL
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Vitaly Petrov","petrov","Renault",12,15,"1:24.086","1:23.819",NULL
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Jaime Alguersuari","alguersuari","Toro Rosso",17,16,"1:24.083","1:23.919",NULL
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Pedro de la Rosa","rosa","Sauber",22,17,"1:24.442","1:24.044",NULL
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Jarno Trulli","trulli","Lotus",18,18,"1:25.540",NULL,NULL
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Heikki Kovalainen","kovalainen","Lotus",19,19,"1:25.742",NULL,NULL
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Vitantonio Liuzzi","liuzzi","Force India",15,20,"1:25.774",NULL,NULL
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Timo Glock","glock","Virgin",24,21,"1:25.934",NULL,NULL
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Lucas di Grassi","grassi","Virgin",25,22,"1:25.974",NULL,NULL
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Bruno Senna","bruno_senna","HRT",21,23,"1:26.847",NULL,NULL
14,"Italian Grand Prix","Autodromo Nazionale di Monza",2010,"Sakon Yamamoto","yamamoto","HRT",20,24,"1:27.020",NULL,NULL
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Fernando Alonso","alonso","Ferrari",8,1,"1:46.541","1:45.809","1:45.390"
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Sebastian Vettel","vettel","Red Bull",5,2,"1:46.960","1:45.561","1:45.457"
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Lewis Hamilton","hamilton","McLaren",2,3,"1:48.296","1:46.042","1:45.571"
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Jenson Button","button","McLaren",1,4,"1:48.032","1:46.490","1:45.944"
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Mark Webber","webber","Red Bull",6,5,"1:47.088","1:45.908","1:45.977"
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Rubens Barrichello","barrichello","Williams",9,6,"1:48.183","1:47.019","1:46.236"
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Nico Rosberg","rosberg","Mercedes",4,7,"1:48.554","1:46.783","1:46.443"
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Robert Kubica","kubica","Renault",11,8,"1:47.657","1:46.949","1:46.593"
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Michael Schumacher","michael_schumacher","Mercedes",3,9,"1:48.425","1:47.160","1:46.702"
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Kamui Kobayashi","kobayashi","Sauber",23,10,"1:48.908","1:47.559","1:47.884"
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Jaime Alguersuari","alguersuari","Toro Rosso",17,11,"1:48.127","1:47.666",NULL
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Nico Hülkenberg","hulkenberg","Williams",10,12,"1:47.984","1:47.674",NULL
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Vitaly Petrov","petrov","Renault",12,13,"1:48.906","1:48.165",NULL
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Sébastien Buemi","buemi","Toro Rosso",16,14,"1:49.063","1:48.502",NULL
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Nick Heidfeld","heidfeld","Sauber",22,15,"1:48.696","1:48.557",NULL
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Adrian Sutil","sutil","Force India",14,16,"1:48.496","1:48.899",NULL
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Vitantonio Liuzzi","liuzzi","Force India",15,17,"1:48.988","1:48.961",NULL
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Timo Glock","glock","Virgin",24,18,"1:50.271",NULL,NULL
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Heikki Kovalainen","kovalainen","Lotus",19,19,"1:50.915",NULL,NULL
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Lucas di Grassi","grassi","Virgin",25,20,"1:51.107",NULL,NULL
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Jarno Trulli","trulli","Lotus",18,21,"1:51.641",NULL,NULL
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Christian Klien","klien","HRT",20,22,"1:52.946",NULL,NULL
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Bruno Senna","bruno_senna","HRT",21,23,"1:54.174",NULL,NULL
15,"Singapore Grand Prix","Marina Bay Street Circuit",2010,"Felipe Massa","massa","Ferrari",7,24,NULL,NULL,NULL
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Sebastian Vettel","vettel","Red Bull",5,1,"1:32.035","1:31.184","1:30.785"
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Mark Webber","webber","Red Bull",6,2,"1:32.476","1:31.241","1:30.853"
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Lewis Hamilton","hamilton","McLaren",2,3,"1:32.809","1:31.523","1:31.169"
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Robert Kubica","kubica","Renault",11,4,"1:32.808","1:32.042","1:31.231"
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Fernando Alonso","alonso","Ferrari",8,5,"1:32.555","1:31.819","1:31.352"
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Jenson Button","button","McLaren",1,6,"1:32.636","1:31.763","1:31.378"
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Nico Rosberg","rosberg","Mercedes",4,7,"1:32.238","1:31.886","1:31.494"
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Rubens Barrichello","barrichello","Williams",9,8,"1:32.361","1:31.874","1:31.535"
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Nico Hülkenberg","hulkenberg","Williams",10,9,"1:32.211","1:31.926","1:31.559"
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Michael Schumacher","michael_schumacher","Mercedes",3,10,"1:32.513","1:32.073","1:31.846"
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Nick Heidfeld","heidfeld","Sauber",22,11,"1:33.011","1:32.187",NULL
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Felipe Massa","massa","Ferrari",7,12,"1:32.721","1:32.321",NULL
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Vitaly Petrov","petrov","Renault",12,13,"1:32.849","1:32.422",NULL
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Kamui Kobayashi","kobayashi","Sauber",23,14,"1:32.783","1:32.427",NULL
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Adrian Sutil","sutil","Force India",14,15,"1:33.186","1:32.659",NULL
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Jaime Alguersuari","alguersuari","Toro Rosso",17,16,"1:33.471","1:33.071",NULL
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Vitantonio Liuzzi","liuzzi","Force India",15,17,"1:33.216","1:33.154",NULL
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Sébastien Buemi","buemi","Toro Rosso",16,18,"1:33.568",NULL,NULL
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Jarno Trulli","trulli","Lotus",18,19,"1:35.346",NULL,NULL
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Heikki Kovalainen","kovalainen","Lotus",19,20,"1:35.464",NULL,NULL
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Lucas di Grassi","grassi","Virgin",25,21,"1:36.265",NULL,NULL
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Timo Glock","glock","Virgin",24,22,"1:36.332",NULL,NULL
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Bruno Senna","bruno_senna","HRT",21,23,"1:37.270",NULL,NULL
16,"Japanese Grand Prix","Suzuka Circuit",2010,"Sakon Yamamoto","yamamoto","HRT",20,24,"1:37.365",NULL,NULL
17,"Korean Grand Prix","Korean International Circuit",2010,"Sebastian Vettel","vettel","Red Bull",5,1,"1:37.123","1:36.074","1:35.585"
17,"Korean Grand Prix","Korean International Circuit",2010,"Mark Webber","webber","Red Bull",6,2,"1:37.373","1:36.039","1:35.659"
17,"Korean Grand Prix","Korean International Circuit",2010,"Fernando Alonso","alonso","Ferrari",8,3,"1:37.144","1:36.287","1:35.766"
17,"Korean Grand Prix","Korean International Circuit",2010,"Lewis Hamilton","hamilton","McLaren",2,4,"1:37.113","1:36.197","1:36.062"
17,"Korean Grand Prix","Korean International Circuit",2010,"Nico Rosberg","rosberg","Mercedes",4,5,"1:37.708","1:36.791","1:36.535"
17,"Korean Grand Prix","Korean International Circuit",2010,"Felipe Massa","massa","Ferrari",7,6,"1:37.515","1:36.169","1:36.571"
17,"Korean Grand Prix","Korean International Circuit",2010,"Jenson Button","button","McLaren",1,7,"1:38.123","1:37.064","1:36.731"
17,"Korean Grand Prix","Korean International Circuit",2010,"Robert Kubica","kubica","Renault",11,8,"1:37.703","1:37.179","1:36.824"
17,"Korean Grand Prix","Korean International Circuit",2010,"Michael Schumacher","michael_schumacher","Mercedes",3,9,"1:37.980","1:37.077","1:36.950"
17,"Korean Grand Prix","Korean International Circuit",2010,"Rubens Barrichello","barrichello","Williams",9,10,"1:38.257","1:37.511","1:36.998"
17,"Korean Grand Prix","Korean International Circuit",2010,"Nico Hülkenberg","hulkenberg","Williams",10,11,"1:38.115","1:37.620",NULL
17,"Korean Grand Prix","Korean International Circuit",2010,"Kamui Kobayashi","kobayashi","Sauber",23,12,"1:38.429","1:37.643",NULL
17,"Korean Grand Prix","Korean International Circuit",2010,"Nick Heidfeld","heidfeld","Sauber",22,13,"1:38.171","1:37.715",NULL
17,"Korean Grand Prix","Korean International Circuit",2010,"Adrian Sutil","sutil","Force India",14,14,"1:38.572","1:37.783",NULL
17,"Korean Grand Prix","Korean International Circuit",2010,"Vitaly Petrov","petrov","Renault",12,15,"1:38.174","1:37.799",NULL
17,"Korean Grand Prix","Korean International Circuit",2010,"Jaime Alguersuari","alguersuari","Toro Rosso",17,16,"1:38.583","1:37.853",NULL
17,"Korean Grand Prix","Korean International Circuit",2010,"Sébastien Buemi","buemi","Toro Rosso",16,17,"1:38.621","1:38.594",NULL
17,"Korean Grand Prix","Korean International Circuit",2010,"Vitantonio Liuzzi","liuzzi","Force India",15,18,"1:38.955",NULL,NULL
17,"Korean Grand Prix","Korean International Circuit",2010,"Jarno Trulli","trulli","Lotus",18,19,"1:40.521",NULL,NULL
17,"Korean Grand Prix","Korean International Circuit",2010,"Timo Glock","glock","Virgin",24,20,"1:40.748",NULL,NULL
17,"Korean Grand Prix","Korean International Circuit",2010,"Heikki Kovalainen","kovalainen","Lotus",19,21,"1:41.768",NULL,NULL
17,"Korean Grand Prix","Korean International Circuit",2010,"Lucas di Grassi","grassi","Virgin",25,22,"1:42.325",NULL,NULL
17,"Korean Grand Prix","Korean International Circuit",2010,"Sakon Yamamoto","yamamoto","HRT",20,23,"1:42.444",NULL,NULL
17,"Korean Grand Prix","Korean International Circuit",2010,"Bruno Senna","bruno_senna","HRT",21,24,"1:43.283",NULL,NULL
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Nico Hülkenberg","hulkenberg","Williams",10,1,"1:20.050","1:19.144","1:14.470"
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Sebastian Vettel","vettel","Red Bull",5,2,"1:19.160","1:18.691","1:15.519"
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Mark Webber","webber","Red Bull",6,3,"1:19.025","1:18.516","1:15.637"
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Lewis Hamilton","hamilton","McLaren",2,4,"1:19.931","1:18.921","1:15.747"
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Fernando Alonso","alonso","Ferrari",8,5,"1:18.987","1:19.010","1:15.989"
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Rubens Barrichello","barrichello","Williams",9,6,"1:19.799","1:18.925","1:16.203"
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Robert Kubica","kubica","Renault",11,7,"1:19.249","1:18.877","1:16.552"
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Michael Schumacher","michael_schumacher","Mercedes",3,8,"1:19.879","1:18.923","1:16.925"
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Felipe Massa","massa","Ferrari",7,9,"1:19.778","1:19.200","1:17.101"
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Vitaly Petrov","petrov","Renault",12,10,"1:20.189","1:19.153","1:17.656"
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Jenson Button","button","McLaren",1,11,"1:19.905","1:19.288",NULL
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Kamui Kobayashi","kobayashi","Sauber",23,12,"1:19.741","1:19.385",NULL
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Nico Rosberg","rosberg","Mercedes",4,13,"1:20.153","1:19.486",NULL
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Jaime Alguersuari","alguersuari","Toro Rosso",17,14,"1:20.158","1:19.581",NULL
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Sébastien Buemi","buemi","Toro Rosso",16,15,"1:20.096","1:19.847",NULL
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Nick Heidfeld","heidfeld","Sauber",22,16,"1:20.174","1:19.899",NULL
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Vitantonio Liuzzi","liuzzi","Force India",15,17,"1:20.592","1:20.357",NULL
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Adrian Sutil","sutil","Force India",14,18,"1:20.830",NULL,NULL
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Timo Glock","glock","Virgin",24,19,"1:22.130",NULL,NULL
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Jarno Trulli","trulli","Lotus",18,20,"1:22.250",NULL,NULL
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Heikki Kovalainen","kovalainen","Lotus",19,21,"1:22.378",NULL,NULL
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Lucas di Grassi","grassi","Virgin",25,22,"1:22.810",NULL,NULL
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Christian Klien","klien","HRT",20,23,"1:23.083",NULL,NULL
18,"Brazilian Grand Prix","Autódromo José Carlos Pace",2010,"Bruno Senna","bruno_senna","HRT",21,24,"1:23.796",NULL,NULL
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Sebastian Vettel","vettel","Red Bull",5,1,"1:40.318","1:39.874","1:39.394"
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Lewis Hamilton","hamilton","McLaren",2,2,"1:40.335","1:40.119","1:39.425"
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Fernando Alonso","alonso","Ferrari",8,3,"1:40.170","1:40.311","1:39.792"
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Jenson Button","button","McLaren",1,4,"1:40.877","1:40.014","1:39.823"
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Mark Webber","webber","Red Bull",6,5,"1:40.690","1:40.074","1:39.925"
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Felipe Massa","massa","Ferrari",7,6,"1:40.942","1:40.323","1:40.202"
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Rubens Barrichello","barrichello","Williams",9,7,"1:40.904","1:40.476","1:40.203"
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Michael Schumacher","michael_schumacher","Mercedes",3,8,"1:41.222","1:40.452","1:40.516"
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Nico Rosberg","rosberg","Mercedes",4,9,"1:40.231","1:40.060","1:40.589"
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Vitaly Petrov","petrov","Renault",12,10,"1:41.018","1:40.658","1:40.901"
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Robert Kubica","kubica","Renault",11,11,"1:41.336","1:40.780",NULL
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Kamui Kobayashi","kobayashi","Sauber",23,12,"1:41.045","1:40.783",NULL
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Adrian Sutil","sutil","Force India",14,13,"1:41.473","1:40.914",NULL
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Nick Heidfeld","heidfeld","Sauber",22,14,"1:41.409","1:41.113",NULL
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Nico Hülkenberg","hulkenberg","Williams",10,15,"1:41.015","1:41.418",NULL
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Vitantonio Liuzzi","liuzzi","Force India",15,16,"1:41.681","1:41.642",NULL
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Jaime Alguersuari","alguersuari","Toro Rosso",17,17,"1:41.707","1:41.738",NULL
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Sébastien Buemi","buemi","Toro Rosso",16,18,"1:41.824",NULL,NULL
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Jarno Trulli","trulli","Lotus",18,19,"1:43.516",NULL,NULL
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Heikki Kovalainen","kovalainen","Lotus",19,20,"1:43.712",NULL,NULL
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Timo Glock","glock","Virgin",24,21,"1:44.095",NULL,NULL
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Lucas di Grassi","grassi","Virgin",25,22,"1:44.510",NULL,NULL
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Bruno Senna","bruno_senna","HRT",21,23,"1:45.085",NULL,NULL
19,"Abu Dhabi Grand Prix","Yas Marina Circuit",2010,"Christian Klien","klien","HRT",20,24,"1:45.296",NULL,NULL
1,"Australian Grand Prix","Albert Park Grand Prix Circuit",2003,"Michael Schumacher","michael_schumacher","Ferrari",1,1,"1:27.173",NULL,NULL
